Time, Latitude (deg), Longitude (deg), Vehicle speed (km/h), Engine coolant temperature, Intake manifold absolute pressure (kPa), Engine RPM (RPM), Intake air temperature (°C), Relative throttle position (%), Mass air flow sensor A (g/s), Mass air flow rate (g/s), Boost (kPa), Acceleration (m/s²), Acceleration (Avg) (m/s²), Engine Power (PS), Engine Torque (N•m), GPS Speed (km/h), Calculated load value (%), Engine oil temperature (°C), Fuel injection timing (deg), Instant fuel economy (l/100 km), Total fuel economy (l/100 km), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Accel (Grav) X (m/s²), Accel (Grav) Y (m/s²), Accel (Grav) Z (m/s²), Time since engine start (sec), Fuel rail pressure (kPa), Absolute throttle position B (%), Absolute throttle position C (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Accelerator pedal position F (%), Boost pressure sensor A (kPa), Altitude (m)
12/27/2023 05:24:25.5322 μ.μ.,40.53407,23.04489,0,87,104,801,31,4.705883,0,0,4,0,0,17.97794,162.041,0.02197827,19.60784,0,0,0,0,0.05265882,0.05567054,0.7618217,1.293909,0.9084609,-9.744885,4714,35600,0,0,22.7451,20,0,0,74.96413
12/27/2023 05:24:26.2644 μ.μ.,40.53408,23.04489,0,87,104,799,31,4.705883,0,10.339,3,0,0,17.75218,160.4067,0.206917,19.60784,0,0,0,0,-0.3387426,0.06453939,0.2912639,1.646875,0.8725355,-9.655671,4714,36080,0,0,22.7451,20,0,0,75.05401
12/27/2023 05:24:27.0341 μ.μ.,40.53408,23.04489,0,87,104,800,31,4.705883,0,10.31319,3,0,0,17.81159,160.7423,0.206917,19.60784,0,0,0,0,-0.1476297,0.1870472,0.04093777,1.643432,0.6111791,-9.58382,4714,35600,0,0,22.7451,20,0,0,75.05401
12/27/2023 05:24:27.8563 μ.μ.,40.53409,23.0449,0,87,104,800,31,4.705883,0,10.32609,3,0,0,17.97794,162.2436,0.3820521,19.60784,0,0,0,0,-0.06944898,0.1900624,0.2091029,1.655557,0.4882846,-9.83874,4714,35840,0,0,22.7451,19.60784,0,0,75.06947
12/27/2023 05:24:28.6887 μ.μ.,40.5341,23.04489,0,87,104,800,31,4.705883,0,10.32609,3,0,0,17.62147,159.0266,0.2779156,19.21569,0,0,0,0,-0.06227081,0.04270541,-0.1248123,1.705703,0.5424719,-9.53577,4714,35110,0,0,22.7451,19.60784,0,0,75.11096
12/27/2023 05:24:29.4242 μ.μ.,40.5341,23.04489,0,87,104,799.5,31,4.705883,0,10.32609,3,0,0,17.84724,161.1648,0.1188868,19.60784,0,0,0,0,-0.03434396,-0.02338723,-0.03047917,1.704356,0.5733078,-9.645641,4714,35600,0,0,22.7451,20,0,0,75.13094
12/27/2023 05:24:30.1923 μ.μ.,40.5341,23.04489,0,87,104,800,31,4.705883,0,10.31964,3,0,0,17.75218,160.2062,0,19.21569,0,0,0,0,-0.03312847,-0.03083895,0.1291489,1.723666,0.5945636,-9.813293,4714,35840,0,0,22.7451,20,0,0,75.13094
12/27/2023 05:24:30.9881 μ.μ.,40.5341,23.04489,0,87,104,800.5,31,4.705883,0,10.32609,3,0,0,18.01359,162.4638,0,19.21569,0,0,0,0,-0.01553853,-0.02178338,0.05704639,1.710343,0.5707631,-9.744586,4714,35600,0,0,22.7451,19.60784,0,0,75.13094
12/27/2023 05:24:31.9049 μ.μ.,40.5341,23.04489,0,87,104,799.5,31,4.705883,0,10.33255,3,0,0,18.01359,162.667,0,19.21569,0,0,0,0,0.02100098,-0.005627431,-0.1023224,1.669628,0.5168751,-9.578581,4714,35110,0,0,22.7451,20,0,0,75.13094
12/27/2023 05:24:32.7314 μ.μ.,40.5341,23.04489,0,87,104,799.5,31,4.705883,0,10.31964,3,0,0,18.01359,162.667,0,19.21569,0,0,0,0,-0.1216085,-0.06970277,0.195483,1.737587,0.5436695,-9.558373,4714,35110,0,0,22.7451,19.60784,0,0,75.13094
12/27/2023 05:24:33.5566 μ.μ.,40.5341,23.04489,0,87,104,800,31,4.705883,0,10.31964,3,0,0,18.01359,162.5653,0,19.60784,0,0,0,0,0.07253733,0.03378993,0.096995,1.603615,0.5023553,-9.780361,4722,34860,0,0,22.7451,20,0,0,75.13094
12/27/2023 05:24:34.4622 μ.μ.,40.5341,23.04489,0,87,104,800,31,4.705883,0,10.32609,3,0,0,17.71653,159.8845,0,19.21569,0,0,0,0,0.05713076,0.1342761,0.09965792,1.574725,0.3858975,-9.813892,4722,35110,0,0,22.7451,20,0,0,75.13094
12/27/2023 05:24:35.3794 μ.μ.,40.53416,23.0449,0,87,104,799.5,31,4.705883,0,10.32609,3,0,0,17.91853,161.8086,1.035871,19.21569,0,0,0,0,-0.0126191,0.1240506,-0.000729179,1.621728,0.318837,-9.705069,4722,34860,0,0,22.7451,20,0,0,75.81982
12/27/2023 05:24:36.1214 μ.μ.,40.53416,23.0449,0,87,104,800.5,31,4.705883,0,10.31964,3,0,0,17.75218,160.1061,1.035871,19.21569,0,0,0,0,0.5507499,-0.08738794,-1.78152,0.9981244,0.5301974,-7.946226,4722,34860,0,0,22.7451,19.60784,0,0,75.81982
12/27/2023 05:24:36.8554 μ.μ.,40.53417,23.0449,0,87,104,799,31,4.705883,0,10.33255,3,0,0,17.78782,160.7288,1.229023,19.60784,0,0,0,0,0.008879784,0.293419,-0.01186245,1.456621,0.1225951,-9.744586,4722,35110,0,0,22.7451,20,0,0,75.90591
12/27/2023 05:24:37.6971 μ.μ.,40.53416,23.04491,0,87,104,799,31,4.705883,0,10.31319,3,0,0,17.84724,161.2656,0.307504,19.60784,0,0,0,0,-0.04318307,-0.01712031,-0.01801985,1.443149,0.3930826,-9.779464,4722,35350,0,0,22.7451,20,0,0,75.9791
12/27/2023 05:24:38.5186 μ.μ.,40.53416,23.04491,0,87,104,800,31,4.705883,0,10.31319,3,0,0,17.71653,159.8845,0.5756965,19.21569,0,0,0,0,-0.05820877,0.04659013,-0.139498,1.387764,0.2791695,-9.619745,4722,35840,0,0,22.7451,19.60784,0,0,76.04536
12/27/2023 05:24:39.3365 μ.μ.,40.53416,23.04491,0,87,104,800,31,4.705883,0,10.32609,3,0,0,17.65712,159.3483,0.1410896,19.60784,0,0,0,0,0.04178073,0.1810169,0.2094341,1.274599,0.1784289,-9.975106,4722,35110,0,0,22.7451,19.60784,0,0,76.03882
12/27/2023 05:24:40.0763 μ.μ.,40.53416,23.04491,0,87,104,799.5,31,4.705883,0,10.32609,3,0,0,18.04924,162.9889,0.1410896,19.60784,0,0,0,0,0.1929537,0.2872017,0.5081187,1.111738,0.06331833,-10.25832,4722,35840,0,0,22.7451,19.60784,0,0,76.03882
12/27/2023 05:24:41.0592 μ.μ.,40.53416,23.04491,0,87,104,800.5,31,4.705883,0,10.31964,3,0,0,18.01359,162.4638,0.3446726,19.21569,0,0,0,0,0.05773031,0.07060362,-0.009376922,1.248105,0.2324666,-9.737551,4722,35840,0,0,22.7451,19.60784,0,0,76.14931
12/27/2023 05:24:41.8805 μ.μ.,40.53416,23.04491,0,87,104,800,31,4.705883,0,10.33255,3,0,0,17.75218,160.2062,0.4582522,19.60784,0,0,0,0,0.0348299,0.03187749,0.08510052,1.27894,0.2763254,-9.810898,4731,35350,0,0,22.7451,19.60784,0,0,76.29649
12/27/2023 05:24:42.6264 μ.μ.,40.53416,23.04492,0,87,104,800.5,31,4.705883,0,10.32609,3,0,0,17.91853,161.6064,0,19.60784,0,0,0,0,-0.0524528,-0.02821318,-0.001874342,1.380878,0.2926415,-9.74264,4731,35840,0,0,22.7451,19.60784,0,0,76.2437
12/27/2023 05:24:43.3804 μ.μ.,40.53416,23.04492,0,87,104,800,31,4.705883,0,10.33255,3,0,0,17.91853,161.7074,0.3103571,19.21569,0,0,0,0,-0.01242082,-0.04528049,-0.1048592,1.37055,0.2923421,-9.637259,4731,34860,0,0,22.7451,20,0,0,76.27222
12/27/2023 05:24:44.2122 μ.μ.,40.53416,23.04492,0,87,104,800,31,4.705883,0,10.32609,3,0,0,18.10865,163.4232,0,19.60784,0,0,0,0,-0.02246388,0.01351152,-0.09177566,1.414259,0.2456392,-9.672585,4731,35840,0,0,22.7451,20,0,0,76.33449
12/27/2023 05:24:45.0814 μ.μ.,40.53416,23.04492,0,87,104,800,31,4.705883,0,10.32609,3,0,0,17.68088,159.5628,0,19.60784,0,0,0,0,-0.005034328,-0.03845783,-0.03019598,1.398841,0.3345543,-9.717193,4731,35110,0,0,22.7451,19.60784,0,0,76.33449
12/27/2023 05:24:45.8621 μ.μ.,40.53416,23.04491,0,87,104,800.5,31,4.705883,0,10.32609,3,0,0,17.91853,161.6064,0.5246236,19.21569,0,0,0,0,0.000535669,0.02123754,0.01264216,1.37549,0.2643503,-9.758058,4731,35110,0,0,22.7451,20,0,0,76.45185
12/27/2023 05:24:46.5930 μ.μ.,40.53417,23.04491,0,87,104,799,31,4.705883,0,10.33255,3,0,0,17.97794,162.4467,0,19.21569,0,0,0,0,-0.004528403,0.01254792,-0.03162396,1.390908,0.2297722,-9.709259,4731,35110,0,0,22.7451,19.60784,0,0,76.4755
12/27/2023 05:24:47.4361 μ.μ.,40.53417,23.04491,0,87,104,799.5,31,4.705883,0,10.31319,3,0,0,17.75218,160.3064,0,19.60784,0,0,0,0,0.1640995,0.06731845,-0.3042285,1.246907,0.1746867,-9.425899,4731,35600,0,0,22.7451,20,0,0,76.4755
12/27/2023 05:24:48.2705 μ.μ.,40.53417,23.04491,0,87,104,800.5,31,4.705883,0,10.31964,3,0,0,17.81159,160.6419,0,19.60784,0,0,0,0,0.1248989,0.03191988,0.5926704,1.260678,0.2194437,-10.36594,4731,35840,0,0,22.7451,20,0,0,76.4755
12/27/2023 05:24:49.0720 μ.μ.,40.53417,23.04491,0,87,104,800,31,4.705883,0,10.33255,3,0,0,17.75218,160.2062,0,19.60784,0,0,0,0,0.05303884,-0.01768558,-0.04160824,1.344055,0.239951,-9.695638,4731,35110,0,0,22.7451,20,0,0,76.4755
12/27/2023 05:24:49.9078 μ.μ.,40.53417,23.04491,0,87,104,799.5,31,4.705883,0,10.32609,3,0,0,17.91853,161.8086,0,19.60784,0,0,0,0,0.07317097,0.09386586,-0.1751934,1.319356,0.1207988,-9.616153,4739,34860,0,0,22.7451,19.60784,0,0,76.4755
12/27/2023 05:24:50.7290 μ.μ.,40.53417,23.04491,0,87,104,800,31,4.705883,0,10.31964,3,0,0,17.78782,160.5279,0,19.60784,0,0,0,0,-0.07133908,-0.0111274,0.03683145,1.472787,0.2441423,-9.801318,4739,35350,0,0,22.7451,20,0,0,76.4755
12/27/2023 05:24:51.5629 μ.μ.,40.53417,23.04491,0,87,104,799.5,31,4.705883,0,10.32609,3,0,0,17.84724,161.1648,0.5455837,19.60784,0,0,0,0,-0.03393803,-0.01129689,-0.1769905,1.464854,0.2640509,-9.519304,4739,35840,0,0,22.7451,20,0,0,75.92409
12/27/2023 05:24:52.2891 μ.μ.,40.53417,23.04492,0,87,104,800.5,31,4.705883,0,10.31964,3,0,0,17.75218,160.1061,0.1758456,19.60784,0,0,0,0,-0.2701266,0.05508665,0.3313757,1.728605,0.1874103,-10.06238,4739,35110,0,0,22.7451,20,0,0,75.96395
12/27/2023 05:24:53.0704 μ.μ.,40.53417,23.04492,0,87,104,799,31,4.705883,0,10.33255,3,0,0,17.84724,161.2656,0.1758456,19.21569,0,0,0,0,0.0511289,0.07482224,0.223574,1.339714,0.1194516,-9.965377,4739,35110,0,0,22.7451,20,0,0,75.96395
12/27/2023 05:24:53.8630 μ.μ.,40.53417,23.04492,0,87,104,799.5,31,4.705883,0,10.31319,3,0,0,18.04924,162.9889,0.09138095,19.21569,0,0,0,0,-0.06519666,-0.106654,0.1452048,1.441053,0.2588118,-9.897268,4739,35110,0,0,22.7451,19.60784,0,0,75.95468
12/27/2023 05:24:54.7102 μ.μ.,40.53417,23.04492,0,87,104,800.5,31,4.705883,0,10.31964,3,0,0,17.68088,159.4631,0.3672404,19.21569,0,0,0,0,-0.00935716,-0.0243182,-0.001161662,1.388662,0.2044748,-9.758507,4739,35840,0,0,22.7451,19.60784,0,0,76.03635
12/27/2023 05:24:55.4204 μ.μ.,40.53416,23.04492,0,87,104,800.5,31,4.705883,0,10.33255,3,0,0,17.71653,159.7846,0.1023961,19.21569,0,0,0,0,0.1663281,0.1100693,-0.07508731,1.160986,0.0663121,-9.687554,4739,34860,0,0,22.7451,20,0,0,75.98534
12/27/2023 05:24:56.1462 μ.μ.,40.53416,23.04492,0,87,104,800,31,4.705883,0,10.33255,3,0,0,17.84724,161.064,0.1023961,19.60784,0,0,0,0,0.1383095,0.4273351,-1.305738,1.205593,-0.2544708,-8.390203,4739,35600,0,0,22.7451,20,0,0,75.98534
12/27/2023 05:24:57.1093 μ.μ.,40.53417,23.04492,0,87,104,799.5,31,4.705883,0,10.32609,3,0,0,17.62147,159.1261,0.3966103,19.60784,0,0,0,0,-0.0616362,-0.07018054,0.03506481,1.44285,0.2902464,-9.757759,4739,35600,0,0,22.7451,19.60784,0,0,76.0778
12/27/2023 05:24:57.9318 μ.μ.,40.53418,23.04492,0,87,104,800,32,4.705883,0,10.31964,3,0,0,17.78782,160.5279,0.110925,19.21569,0,0,0,0,0.02816087,0.04670799,0.1267179,1.343157,0.2302213,-9.858799,4747,35600,0,0,22.7451,20,0,0,76.24289
12/27/2023 05:24:58.6688 μ.μ.,40.53418,23.04492,0,87,104,800,32,4.705883,0,10.29225,3,0,0,17.88288,161.3857,0.1981855,19.60784,0,0,0,0,-0.1133546,0.007894089,-0.03099346,1.495989,0.2609074,-9.708062,4747,35840,0,0,22.7451,19.60784,0,0,76.38112
12/27/2023 05:24:59.4490 μ.μ.,40.53418,23.04492,0,87,104,799.5,32,4.705883,0,10.29225,3,0,0,17.81159,160.8429,0.1981855,19.60784,0,0,0,0,0.06200263,0.09309382,-0.1125178,1.302442,0.151485,-9.628278,4747,35840,0,0,22.7451,20,0,0,76.38112
12/27/2023 05:25:00.2552 μ.μ.,40.53417,23.04492,0,87,104,799.5,32,4.705883,0,10.28582,3,0,0,17.88288,161.4867,0,19.60784,0,0,0,0,0.08139528,0.07624386,0.1858908,1.271157,0.15867,-9.919422,4747,35840,0,0,22.7451,20,0,0,76.24397
12/27/2023 05:25:01.0917 μ.μ.,40.53417,23.04492,0,87,104,800,32,4.705883,0,10.28582,3,0,0,17.55018,158.3832,0,19.21569,0,0,0,0,-0.02447402,-0.04536997,-0.2723955,1.349743,0.355361,-9.464968,4747,35110,0,0,22.7451,20,0,0,76.24397
12/27/2023 05:25:01.8365 μ.μ.,40.53417,23.04492,0,87,104,800,32,4.705883,0,10.29225,3,0,0,17.84724,161.064,0.1736054,19.60784,0,0,0,0,0.09369197,-0.005527794,-0.04257365,1.19242,0.3362009,-9.714948,4747,35840,0,0,22.7451,20,0,0,76.12823
12/27/2023 05:25:02.7959 μ.μ.,40.53416,23.04492,0,87,104,800.5,32,4.705883,0,10.29225,3,0,0,17.84724,160.9634,0.3124489,19.60784,0,0,0,0,0.0157251,0.04171942,0.1078675,1.270558,0.2374063,-9.877061,4747,34860,0,0,22.7451,20,0,0,76.22001
12/27/2023 05:25:03.6542 μ.μ.,40.53417,23.04492,0,87,104,799.5,32,4.705883,0,10.29869,3,0,0,17.65712,159.448,0,19.60784,0,0,0,0,0.006283822,-0.009420907,0.168642,1.244063,0.2613565,-9.942025,4753,35110,0,0,22.7451,19.60784,0,0,76.25439
12/27/2023 05:25:04.3706 μ.μ.,40.53417,23.04492,0,87,104,800.5,32,4.705883,0,10.28582,3,0,0,17.68088,159.4631,0,19.60784,0,0,0,0,0.02736424,0.04671006,0.06286836,1.204695,0.2179468,-9.870923,4753,35350,0,0,22.7451,20,0,0,76.25231
12/27/2023 05:25:05.1313 μ.μ.,40.53417,23.04492,0,87,104,799.5,32,4.705883,0,10.29869,3,0,0,17.75218,160.3064,0,19.21569,0,0,0,0,-0.01585688,0.1174887,0.1927938,1.243464,0.1499881,-9.977652,4753,35840,0,0,22.7451,19.60784,0,0,76.25231
12/27/2023 05:25:05.9944 μ.μ.,40.53417,23.04492,0,87,104,799.5,32,4.705883,0,10.28582,3,0,0,17.97794,162.3451,0.1771354,19.60784,0,0,0,0,-0.04242262,0.07433416,0.2364439,1.272055,0.1595682,-10.01537,4753,35840,0,0,22.7451,20,0,0,76.61197
12/27/2023 05:25:06.8409 μ.μ.,40.53417,23.04492,0,87,104,801,32,4.705883,0,10.28582,3,0,0,17.84724,160.8629,0,19.60784,0,0,0,0,-0.008671128,-0.1592793,0.04226663,1.215323,0.4083508,-9.787248,4753,34860,0,0,22.7451,20,0,0,76.63033
12/27/2023 05:25:07.5956 μ.μ.,40.53417,23.04492,0,87,104,798.5,32,4.705883,0,10.30512,3,0,0,18.08488,163.5153,0,19.21569,0,0,0,0,0.1304621,-0.0303787,-0.01789371,1.115929,0.3496729,-9.731264,4753,35350,0,0,22.7451,20,0,0,76.61134
12/27/2023 05:25:08.3630 μ.μ.,40.53417,23.04492,0,87,104,800,32,4.705883,0,10.27296,3,0,0,18.01359,162.5653,0.8331915,19.60784,0,0,0,0,-0.08439554,0.0366208,0.3797368,1.33223,0.2731819,-10.13782,4753,35110,0,0,22.7451,20,0,0,76.58649
12/27/2023 05:25:09.1503 μ.μ.,40.53417,23.04492,0,87,104,801,32,4.705883,0,10.29225,3,0,0,17.81159,160.5417,0.8331915,19.21569,0,0,0,0,0.03860923,2.503943,-2.359836,0.9830058,-2.968776,-7.638466,4753,35110,0,0,22.7451,20,0,0,76.58649
12/27/2023 05:25:09.9997 μ.μ.,40.53417,23.04492,0,87,104,801.5,32,4.705883,0,10.30512,3,0,0,17.81159,160.4415,0,19.60784,0,0,0,0,2.236877,2.620943,-1.06206,-1.904041,-6.053262,-7.554939,4753,35840,0,0,22.7451,20,0,0,76.4856
12/27/2023 05:25:10.8144 μ.μ.,40.53416,23.04492,0,87,104,800.5,32,4.705883,0,10.31155,3,0,0,17.84724,160.9634,0.237384,19.21569,0,0,0,0,0.03549964,1.281887,-0.53314,-0.5878276,-6.063441,-7.659123,4753,35110,0,0,22.7451,20,0,0,76.4872
12/27/2023 05:25:11.6537 μ.μ.,40.53416,23.04492,0,87,104,799.5,32,4.705883,0,10.29869,3,0,0,17.95418,162.1305,0.5136713,19.21569,0,0,0,0,0.4021606,0.2907077,-0.06382825,-1.10096,-5.473817,-8.076904,4761,35840,0,0,22.7451,20,0,0,76.48126
12/27/2023 05:25:12.5281 μ.μ.,40.53417,23.04493,0,87,104,799.5,32,4.705883,0,10.28582,3,0,0,17.95418,162.1305,0.1993138,19.21569,0,0,0,0,-0.06074962,0.1706478,0.08702961,-0.592917,-5.618716,-8.170609,4761,35110,0,0,22.7451,19.60784,0,0,76.696
12/27/2023 05:25:13.3707 μ.μ.,40.53417,23.04493,0,87,104,800,32,4.705883,0,10.28582,3,0,0,17.78782,160.5279,0.2953101,19.21569,0,0,0,0,-0.5622568,0.1367017,-0.1665512,0.1459465,-5.82349,-7.822433,4761,35350,0,0,22.7451,19.60784,0,0,76.93769
12/27/2023 05:25:14.1152 μ.μ.,40.53417,23.04493,0,87,104,800.5,32,4.705883,0,10.29225,3,0,0,17.78782,160.4276,0.2953101,19.60784,0,0,0,0,-0.01041446,0.09361588,-0.02496789,-0.4915777,-5.845195,-7.914791,4761,34860,0,0,22.7451,20,0,0,76.93769
12/27/2023 05:25:14.8890 μ.μ.,40.53416,23.04493,0,87,104,799.5,32,4.705883,0,10.29869,3,0,0,18.04924,162.9889,0.3496826,19.60784,0,0,0,0,0.01039896,-0.02113913,0.01380716,-0.5403763,-5.806426,-7.900721,4761,35840,0,0,22.7451,19.60784,0,0,77.13251
12/27/2023 05:25:15.7020 μ.μ.,40.53416,23.04493,0,87,104,800,32,4.705883,0,10.28582,3,0,0,17.81159,160.7423,0,19.21569,0,0,0,0,-0.5575563,-0.4531056,-1.204579,0.4695735,-5.449268,-6.536607,4761,35840,0,0,22.7451,19.60784,0,0,77.29481
12/27/2023 05:25:16.5322 μ.μ.,40.53416,23.04493,0,87,104,800,32,4.705883,0,10.29225,3,0,0,17.91853,161.7074,0,19.60784,0,0,0,0,0.1868884,-0.1121961,0.2330051,-0.3384462,-5.752238,-8.04532,4761,35350,0,0,22.7451,19.60784,0,0,77.29481
12/27/2023 05:25:17.2702 μ.μ.,40.53416,23.04493,0,87,104,799,32,4.705883,0,10.29225,3,0,0,17.78782,160.7288,0.324099,19.60784,0,0,0,0,-0.04692547,-0.1932927,0.1989444,-0.05134323,-5.708828,-8.026908,4761,35840,0,0,22.7451,20,0,0,77.01408
12/27/2023 05:25:18.0313 μ.μ.,40.53416,23.04493,0,87,104,799.5,32,4.705883,0,10.27939,3,0,0,17.75218,160.3064,0.324099,19.60784,0,0,0,0,-0.2123885,-0.02535878,0.140778,0.1619632,-5.836663,-8.017628,4761,35840,0,0,22.7451,20,0,0,77.01408
12/27/2023 05:25:19.0028 μ.μ.,40.53416,23.04493,0,87,104,799,32,4.705883,0,10.28582,3,0,0,17.88288,161.5877,0.324099,19.21569,0,0,0,0,0.2412452,-0.05950259,0.03186155,-0.3065625,-5.75643,-7.944429,4761,34620,0,0,22.7451,19.60784,0,0,77.01408
12/27/2023 05:25:19.8324 μ.μ.,40.53416,23.04493,0,87,104,799,32,4.705883,0,10.27939,3,0,0,17.91853,161.9098,0.324099,19.60784,0,0,0,0,0.4633666,-0.08597098,0.06741177,-0.5176236,-5.7464,-7.944729,4769,35350,0,0,22.7451,19.60784,0,0,77.01408
12/27/2023 05:25:20.7988 μ.μ.,40.53416,23.04493,0,87,104,799.5,32,4.705883,0,10.27939,3,0,0,17.68088,159.6626,0.324099,19.60784,0,0,0,0,0.2259975,0.02162103,0.05382715,-0.4510121,-5.88127,-7.930209,4769,35840,0,0,22.7451,19.60784,0,0,77.01408
12/27/2023 05:25:22.2128 μ.μ.,40.53416,23.04492,0,87,104,800,32,4.705883,0,10.28582,3,0,0,17.84724,161.064,0,19.60784,0,0,0,0,0.1158681,0.02011182,0.008884324,-0.5206174,-5.870343,-7.867639,4771,35350,0,0,22.7451,19.60784,0,0,77.19147
12/27/2023 05:25:23.2918 μ.μ.,40.53416,23.04492,0,87,104,799.5,32,4.705883,0,10.29225,3,0,0,17.71653,159.9845,0,19.60784,0,0,0,0,-0.2330786,0.1753837,-0.03575145,-0.1342708,-6.075117,-7.81435,4772,35110,0,0,22.7451,19.60784,0,0,77.19147
12/27/2023 05:25:24.3957 μ.μ.,40.53416,23.04492,0,88,104,799.5,32,4.705883,0,10.28582,3,0,0,17.84724,161.1648,0,19.60784,0,0,0,0,0.4425185,0.1808613,-0.467097,-0.7430548,-6.129454,-7.334298,4773,35600,0,0,22.7451,20,0,0,77.19147
12/27/2023 05:25:25.4564 μ.μ.,40.53416,23.04492,0,87,104,799.5,32,4.705883,0,10.28582,3,0,0,17.78782,160.6283,0,19.21569,0,0,0,0,-0.03310242,0.05400296,-0.06839372,-0.2797682,-5.94833,-7.77558,4774,35350,0,0,22.7451,19.60784,0,0,77.19147
12/27/2023 05:25:26.6970 μ.μ.,40.53416,23.04492,0,88,104,800,32,4.705883,0,10.28582,3,0,0,17.95418,162.0291,0,19.21569,0,0,0,0,0.1530554,-0.1372895,0.2250739,-0.158221,-5.815107,-8.050858,4775,35350,0,0,22.7451,19.60784,0,0,77.00095
12/27/2023 05:25:27.5621 μ.μ.,40.53416,23.04492,0,88,104,798.5,32,4.705883,0,10.29225,3,0,0,17.78782,160.8294,0,19.60784,0,0,0,0,-0.04405962,-0.178988,0.6212708,0.1031355,-5.789361,-8.459658,4776,35110,0,0,22.7451,19.60784,0,0,77.00095
12/27/2023 05:25:28.3709 μ.μ.,40.53416,23.04492,0,88,104,800.5,32,4.705883,0,10.27296,3,0,0,17.68088,159.4631,0,19.21569,0,0,0,0,-0.00914527,-0.0920944,0.08018329,-0.0490979,-5.844596,-7.930359,4776,35350,0,0,22.7451,20,0,0,77.00095
12/27/2023 05:25:29.2058 μ.μ.,40.53416,23.04492,0,88,104,800,32,4.705883,0,10.29869,3,0,0,17.75218,160.2062,0,19.60784,0,0,0,0,-0.1215624,-0.06153024,0.1836095,0.1040337,-5.90522,-7.98724,4776,35350,0,0,22.7451,19.60784,0,0,77.03938
12/27/2023 05:25:30.1716 μ.μ.,40.53416,23.04492,0,88,104,800,32,4.705883,0,10.29225,3,0,0,17.78782,160.5279,0,19.21569,0,0,0,0,0.1205136,0.02894711,0.02005661,-0.3147954,-5.907166,-7.885602,4776,35350,0,0,22.7451,20,0,0,77.03938
12/27/2023 05:25:31.0012 μ.μ.,40.53416,23.04492,0,88,104,799.5,32,4.705883,0,10.29225,3,0,0,17.88288,161.4867,0,19.60784,0,0,0,0,0.01563027,0.01254075,-0.01671107,-0.2469864,-5.904322,-7.830367,4780,34620,0,0,22.7451,19.60784,0,0,77.03938
12/27/2023 05:25:31.7828 μ.μ.,40.53416,23.04492,0,88,104,800,32,4.705883,0,10.28582,3,0,0,17.78782,160.5279,0,19.21569,0,0,0,0,-0.006280068,0.06708659,-0.01759198,-0.2398013,-5.991141,-7.807913,4780,35600,0,0,22.7451,19.60784,0,0,77.03938
12/27/2023 05:25:32.5045 μ.μ.,40.53416,23.04492,0,88,104,799.5,32,4.705883,0,10.29225,3,0,0,17.65712,159.448,0,19.60784,0,0,0,0,-0.6429459,0.293504,-0.2336274,0.5969586,-6.297105,-7.531139,4780,35110,0,0,22.7451,19.60784,0,0,77.03938
12/27/2023 05:25:33.3318 μ.μ.,40.53416,23.04492,0,88,104,800.5,32,4.705883,0,10.28582,3,0,0,17.78782,160.4276,0,19.21569,0,0,0,0,-0.3431498,0.07822038,0.04374372,0.6526428,-6.223009,-7.687115,4780,35110,0,0,22.7451,19.60784,0,0,77.03938
12/27/2023 05:25:34.1612 μ.μ.,40.53416,23.04492,0,88,104,799.5,32,4.705883,0,10.29869,3,0,0,17.62147,159.1261,0,19.21569,0,0,0,0,-0.5820236,0.1104369,0.009682016,1.105751,-6.302494,-7.627838,4780,35600,0,0,22.7451,19.60784,0,0,77.03938
12/27/2023 05:25:35.1889 μ.μ.,40.53416,23.04493,0,88,104,800,32,4.705883,0,10.28582,3,0,0,17.68088,159.5628,0,19.21569,0,0,0,0,0.7380381,-0.2482628,0.2755025,-0.3194357,-5.89534,-7.909103,4780,35350,0,0,22.7451,20,0,0,76.9878
12/27/2023 05:25:36.2456 μ.μ.,40.53416,23.04493,0,88,104,799.5,33,4.705883,0,10.29225,3,0,0,18.08488,163.3108,0,19.21569,0,0,0,0,0.2917824,-0.408359,0.2824693,-0.4150868,-5.529202,-8.077054,4785,34860,0,0,22.7451,19.60784,0,0,76.99377
12/27/2023 05:25:37.0952 μ.μ.,40.53416,23.04493,0,88,104,799.5,32,4.705883,0,10.25222,3,0,0,17.71653,159.9845,0,19.21569,0,0,0,0,0.2202782,0.08432721,-0.03367547,-0.3399431,-5.965096,-7.839348,4786,35110,0,0,22.7451,19.60784,0,0,76.99377
12/27/2023 05:25:37.9199 μ.μ.,40.53416,23.04493,0,88,104,799.5,32,4.705883,0,10.28582,3,0,0,17.68088,159.6626,0.2348691,19.60784,0,0,0,0,0.08784889,0.04224314,-0.06012961,-0.3433859,-6.01105,-7.731722,4786,35600,0,0,22.7451,19.60784,0,0,77.11266
12/27/2023 05:25:38.6570 μ.μ.,40.53416,23.04493,0,88,104,799.5,32,4.705883,0,10.28582,3,0,0,17.68088,159.6626,0,19.21569,0,0,0,0,0.04451588,0.1354118,-0.1395794,-0.34623,-6.20819,-7.573202,4786,35600,0,0,22.7451,19.60784,0,0,77.08682
